,Application/Permit Number,Address,Description,Category,Action Type,Value,Application Date,Issue Date,Final Date,Expiration Date,Status,Latitude,Longitude,Location
36715,6313785,501 FAIRVIEW AVE N,"Shoring/Excavation for construction of a high-rise office building with retail and below grade parking, per plan",COMMERCIAL,NEW,4100000.0,2014-03-05,2014-11-03,2016-04-11,2016-05-03,Permit Closed,47.62334132,-122.33458519999999,"501 FAIRVIEW AVE N
(47.62334132, -122.33458524)"
36826,6494431,403 BELMONT AVE E,"Construct new multifamily building with below grade parking, occupy per plan.",MULTIFAMILY,NEW,4813248.0,2015-12-07,2016-05-13,2017-08-07,2017-11-13,Permit Closed,47.62215883,-122.32432920000001,"403 BELMONT AVE E
(47.62215883, -122.32432919)"
36967,6354431,3651 INTERLAKE AVE N,Construction of a 18-unit mixed-use structure containing 17 residential units and 1 live/work unit on an existing surface parking lot.,MULTIFAMILY,NEW,1404291.0,2014-03-17,2014-10-13,2015-08-14,2016-04-13,Permit Closed,47.65201447,-122.34171620000001,"3651 INTERLAKE AVE N
(47.65201447, -122.34171617)"
37091,6336571,1113 E JOHN ST,"Construct apartment building and occupy, per plans.",MULTIFAMILY,NEW,2237146.0,2014-05-22,2014-10-10,2015-12-03,2016-04-10,Permit Closed,47.61974247,-122.3175114,"1113 E JOHN ST
(47.61974247, -122.31751135)"
37109,6423757,221 10TH AVE S,"Construct multi-family building (SHA Yesler Terrace) with below grade parking, occupy per plan.",MULTIFAMILY,NEW,18380495.0,2015-04-04,2015-12-04,2017-08-15,2018-12-04,Permit Closed,47.60053038,-122.3196145,"221 10TH AVE S
(47.60053038, -122.31961445)"
37138,6364158,3636 STONE WAY N,"Establish use as residential and commercial retail with accessory parking. Construct mixed use building and occupy, per plan.",MULTIFAMILY,NEW,13322722.0,2013-06-11,2014-02-13,2015-07-07,2015-08-13,Permit Closed,47.65157136,-122.34232240000001,"3636 STONE WAY N
(47.65157136, -122.34232241)"
37307,6405422,3639 LINDEN AVE N,Construct apartment building and occupy per plan.,MULTIFAMILY,NEW,1270433.0,2014-05-23,2015-05-22,2016-11-14,2016-11-22,Cert of Occupancy Authorized,47.65236628,-122.3488764,"3639 LINDEN AVE N
(47.65236628, -122.3488764)"
37324,6366532,601 E PIKE ST,Construct new residential and retail building with below grade parking and occupy per plans.,MULTIFAMILY,NEW,6307170.0,2014-06-05,2015-08-06,2017-10-30,2018-08-06,Permit Closed,47.61395165,-122.3241443,"601 E PIKE ST
(47.61395165, -122.32414429)"
37813,6339834,4000 WALLA WALLA RD NE,"Construct a 1-story baseball player development building this permit building ""D"".",INSTITUTIONAL,NEW,1194015.0,2012-10-29,2013-07-20,2014-09-12,2015-01-20,Permit Closed,47.65502413,-122.29791850000001,"4000 WALLA WALLA RD NE
(47.65502413, -122.29791853)"
37879,6180940,2400 3RD AVE,"Construct office building with lower level parking on vacant lot and occupy, per plans.",COMMERCIAL,NEW,14982063.0,2014-06-25,2015-07-23,2016-11-28,2017-01-23,Permit Closed,47.61582105,-122.3461666,"2400 3RD AVE
(47.61582105, -122.34616655)"
37970,6459558,3920 1ST AVE NE,"Construct 6-unit apartment building with below grade parking, occupy per plan. (Establish use as multifamily residential use and (2) unit townhouse and construct 6 unit apartment with below grade parking and 2- family dwelling / review and processing for 2 AP's under # 6459558",MULTIFAMILY,NEW,1141169.0,2015-04-22,2016-01-11,2017-10-24,2019-01-11,Permit Closed,47.65443675,-122.32762759999999,"3920 1ST AVE NE
(47.65443675, -122.3276276)"
37985,6406611,2015 2ND AVE,"Construct a new residential and retail building with below and above grade parking, and occupy per plan.",COMMERCIAL,NEW,74320138.0,2014-07-31,2015-03-25,2017-08-21,2018-03-25,Permit Closed,47.61184277,-122.3425428,"2015 2ND AVE
(47.61184277, -122.34254282)"
38036,6511999,301 NE NORTHGATE WAY,Shoring and excavation for constuction of parking garage per plan..,COMMERCIAL,NEW,2308800.0,2016-01-04,2016-01-08,2017-03-17,2017-07-08,Permit Closed,47.70619241,-122.32587609999999,"301 NE NORTHGATE WAY
(47.70619241, -122.32587611)"
38094,6338471,4455 SHILSHOLE AVE NW,Establish use and construct east Maritime instruction building for Seattle Central Community college and occupy per plan.,INSTITUTIONAL,NEW,4070726.0,2013-03-01,2014-09-19,2017-02-23,2017-09-19,Permit Closed,47.66115206,-122.37578570000001,"4455 SHILSHOLE AVE NW
(47.66115206, -122.37578568)"
38241,6359948,1414 E YESLER WAY,Construct mixed use building (congregate residence - 153 sleeping rooms) and occupy per plan.,MULTIFAMILY,NEW,4875290.0,2013-12-06,2015-02-21,2018-01-10,2018-02-21,Permit Closed,47.60184797,-122.3134337,"1414 E YESLER WAY
(47.60184797, -122.3134337)"
38275,6316847,1720 12TH AVE,Construct mixed use building and occupy per plan.,COMMERCIAL,NEW,2228753.0,2014-04-23,2014-10-15,2017-01-24,2017-10-15,Permit Closed,47.61717726,-122.3166999,"1720 12TH AVE
(47.61717726, -122.31669985)"
38304,6389877,1321 N 45TH ST,"Shoring and excavation for construction of retail and residential building with below grade parking, per plan.",COMMERCIAL,NEW,1135000.0,2013-12-12,2014-06-27,2015-12-30,2015-12-27,Permit Closed,47.66111774,-122.34107709999999,"1321 N 45TH ST
(47.66111774, -122.34107708)"
38428,6435512,2020 S JACKSON ST,Construct mixed use building with 2-live work and occupy per plan.,MULTIFAMILY,NEW,6620976.0,2015-03-02,2015-08-12,2016-09-30,2017-02-12,Permit Closed,47.59944557,-122.3049645,"2020 S JACKSON ST
(47.59944557, -122.30496445)"
38584,6300376,1406 E REPUBLICAN ST,Establish use and contruct multifamily resident apartment building and partial basement garage and occupy per plans.,MULTIFAMILY,NEW,2461233.0,2012-12-21,2013-12-05,2014-12-31,2015-06-05,Permit Closed,47.62326209,-122.3143469,"1406 E REPUBLICAN ST
(47.62326209, -122.31434686)"
38616,6507010,131 22ND AVE E,"Establish use as and Construct townhouse structure with attached and surface parking, per plan.",MULTIFAMILY,NEW,1056557.0,2016-04-14,2016-07-16,2017-08-17,2018-01-16,Permit Finaled,47.61932384,-122.3039166,"131 22ND AVE E
(47.61932384, -122.30391655)"
38790,6300093,4055 8TH AVE NE,"Establish use as and construct a multifamily residence with under ground parking, occupy per plan.",MULTIFAMILY,NEW,2451110.0,2013-01-15,2013-07-02,2015-01-20,2016-07-02,Permit Closed,47.65725553,-122.3200803,"4055 8TH AVE NE
(47.65725553, -122.32008031)"
38869,6388259,800 NE 67TH ST,"Construct a residential building with below grade parking, and occupy per plan.",MULTIFAMILY,NEW,37211002.0,2014-02-03,2014-09-26,2016-08-01,2017-09-26,Permit Closed,47.67744717,-122.31989440000001,"800 NE 67TH ST
(47.67744717, -122.3198944)"
38965,6330647,5343 TALLMAN AVE NW,"Shoring and excavation this permit, (for construction of a mixed use building with below grade parking), per plan",COMMERCIAL,NEW,1200000.0,2012-08-27,2013-08-08,2015-09-16,2015-02-08,Permit Closed,47.66786255,-122.3811338,"5343 TALLMAN AVE NW
(47.66786255, -122.38113375)"
39144,6483608,11764 BURKE AVE N,"Establish use as row houses and construct 5 townhouses with garage and surface parking, per plan",MULTIFAMILY,NEW,1117164.0,2015-12-03,2016-06-08,2017-08-29,2017-12-08,Permit Closed,47.71573816,-122.33530470000001,"11764 BURKE AVE N
(47.71573816, -122.33530467)"
39225,6439861,3900 UNIVERSITY WAY NE,"Construct emergency power and cooling utility plant for University of Washington West Campus and occupy, per plan.",INSTITUTIONAL,NEW,4608265.0,2015-07-14,2015-11-16,2017-01-06,2017-05-16,Permit Closed,47.65375456,-122.31290659999999,"3900 UNIVERSITY WAY NE
(47.65375456, -122.3129066)"
39370,6371460,10521 MERIDIAN AVE N,Construct office building and occupy per plan. Establish use as medical services and construct (1) new office building.,INSTITUTIONAL,NEW,7665353.0,2014-04-08,2014-10-14,2016-05-12,2017-10-14,Permit Closed,47.70598796,-122.33487140000001,"10521 MERIDIAN AVE N
(47.70598796, -122.33487139)"
39384,6303311,500 JOHN ST,"Construct mixed use multi-family and live/work building and occupy, per plans.",MULTIFAMILY,NEW,12381178.0,2012-09-20,2013-05-31,2014-12-19,2016-05-30,Permit Closed,47.61992997,-122.347342,"500 JOHN ST
(47.61992997, -122.34734195)"
39402,6414739,1717 22ND AVE,"Construction of a residential and retail building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,12750752.0,2014-05-06,2014-12-19,2017-01-25,2017-12-19,Permit Closed,47.61788237,-122.30425259999998,"1717 22ND AVE
(47.61788237, -122.3042526)"
39594,6341268,1101 DEXTER AVE N,"Phased project:  Construction of mixed use commercial building with covered parking and occupy, per plan.",COMMERCIAL,NEW,77707410.0,2012-12-18,2013-06-17,2015-03-04,2014-12-17,Permit Closed,47.62906083,-122.34260139999999,"1101 DEXTER AVE N
(47.62906083, -122.34260143)"
39680,6426613,1812 BOREN AVE,"Shoring and excavation for future construction of a new residential and office building with ground floor retail and below grade parking, per plan.",COMMERCIAL,NEW,5984810.0,2014-12-31,2015-05-08,2017-10-18,2018-05-08,Permit Closed,47.61698493,-122.33196570000001,"1812 BOREN AVE
(47.61698493, -122.33196571)"
39690,6429608,1823 EASTLAKE AVE E,"Construction of above grade mixed use building on below grade parking structure (see also 6415654 for construction of live-work and residential building) and occupy, per plan.",COMMERCIAL,NEW,5061536.0,2014-11-25,2015-09-15,2017-03-31,2018-09-15,Permit Closed,47.6356913,-122.32592690000001,"1823 EASTLAKE AVE E
(47.6356913, -122.32592687)"
39807,6369962,2351 FRANKLIN AVE E,"Construct apartment building with covered parking and occupy, per plan.",MULTIFAMILY,NEW,1203745.0,2014-03-01,2014-10-30,2016-04-12,2016-04-30,Permit Closed,47.64120991,-122.32500630000001,"2351 FRANKLIN AVE E
(47.64120991, -122.3250063)"
39943,6377592,1427 11TH AVE,"Construct a new residential and retail building with below grade parking, and occupy per plan.",MULTIFAMILY,NEW,18425867.0,2014-06-11,2014-12-09,2016-09-22,2017-12-09,Permit Closed,47.61361762,-122.3185288,"1427 11TH AVE
(47.61361762, -122.31852882)"
39977,6365983,1621 N 34TH ST,"Construction of an administrative office building with below grade parking, and occupy per plan.",COMMERCIAL,NEW,48036060.0,2013-12-18,2014-10-24,2016-09-26,2017-10-24,Permit Closed,47.64790943,-122.33815790000001,"1621 N 34TH ST
(47.64790943, -122.33815788)"
39982,6422743,1007 STEWART ST,"Shoring and excavation for construction of an office and retail building with below grade parking, per plan",COMMERCIAL,NEW,3191951.0,2014-07-01,2014-12-05,2016-09-13,2016-06-05,Permit Closed,47.61632879,-122.3330523,"1007 STEWART ST
(47.61632879, -122.33305228)"
40093,6287799,3736 RAINIER AVE S,"Construct self-storage facility with parking within structure and occupy, per plan.",COMMERCIAL,NEW,9526644.0,2013-06-28,2013-11-20,2015-02-20,2015-05-20,Permit Closed,47.57054446,-122.29140759999999,"3736 RAINIER AVE S
(47.57054446, -122.29140762)"
40128,6423126,215 BOYLSTON AVE E,"Establish use as multifamily and construct new apartment building, occupy per plan.",MULTIFAMILY,NEW,1133933.0,2015-04-16,2015-10-08,2017-05-03,2018-10-08,Permit Closed,47.62037689,-122.323355,"215 BOYLSTON AVE E
(47.62037689, -122.32335502)"
40170,6404288,1600 E THOMAS ST,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use as and construct a 5 unit row-house structure w/ attached garages, per plans",MULTIFAMILY,NEW,1164688.0,2014-10-24,2015-07-18,2017-01-27,2017-01-18,Permit Closed,47.62060764,-122.31120279999999,"1600 E THOMAS ST
(47.62060764, -122.31120284)"
40186,6324793,2030 8TH AVE,"Phased permit: Construction of a residential and retail high-rise building including parking within the structure and occupy, per plan.",MULTIFAMILY,NEW,73516106.0,2012-11-02,2013-07-11,2015-10-08,2016-07-11,Permit Closed,47.61652519,-122.33736880000001,"2030 8TH AVE
(47.61652519, -122.33736876)"
40299,6485840,3628 NE 73RD PL,"Establish use as and construct a 6 unit row house with attached garages and surface parking, per plan",MULTIFAMILY,NEW,1026361.0,2015-10-20,2016-04-28,2017-03-27,2017-10-28,Permit Closed,47.68187905,-122.28813259999998,"3628 NE 73RD PL
(47.68187905, -122.28813256)"
40307,6401048,1701 DEXTER AVE N,"Establish use as and construct residential building, 4 live-work with below grade parking, per plans.",MULTIFAMILY,NEW,7868322.0,2014-05-29,2015-01-23,2016-12-12,2018-01-23,Permit Closed,47.63412071,-122.34262959999998,"1701 DEXTER AVE N
(47.63412071, -122.3426296)"
40392,6475222,1803 13TH AVE,"Establish use as rowhouse and construct new 8-unit townhouse structure, per plan.",MULTIFAMILY,NEW,1389673.0,2015-10-19,2016-04-05,2017-07-19,2017-10-05,Permit Finaled,47.61782102,-122.31580509999999,"1803 13TH AVE
(47.61782102, -122.31580511)"
40404,6289087,515 WESTLAKE AVE N,"Phased Permit: Construction of north office building and occupy, per plan (Construct two office buildings with common below grade parking and occupy, per plan - see also 6289114).",COMMERCIAL,NEW,23580634.0,2012-11-06,2013-04-24,2014-10-14,2016-04-24,Permit Closed,47.6241378,-122.33869309999999,"515 WESTLAKE AVE N
(47.6241378, -122.33869307)"
40688,6430039,8501 14TH AVE NW,"Establish use as and construct (4) rowhouses and (2) live/work units, occupy per plan.",MULTIFAMILY,NEW,1463234.0,2014-11-18,2015-05-28,2016-12-28,2016-11-28,Permit Closed,47.69074327,-122.37435570000001,"8501 14TH AVE NW
(47.69074327, -122.37435567)"
40728,6343532,714 E PIKE ST,"Phased project:  Construction of north tower and entire below grade structure for residential and retail building with below grade parking and occupy, per plan (Construct two residential and retail towers over common below grade parking garage and occupy, per plan - 2APs under 6343532).",COMMERCIAL,NEW,24557949.0,2013-02-19,2014-03-18,2016-01-29,2017-03-18,Permit Closed,47.61445083,-122.32272830000001,"714 E PIKE ST
(47.61445083, -122.32272831)"
40764,6182636,4545 ROOSEVELT WAY NE,"Construct new 4-story office building and expansion of above grade parking over existing 2-story parking structure and occupy, per plan",COMMERCIAL,NEW,5277154.0,2008-06-23,2015-10-16,2016-06-09,2017-04-16,Permit Closed,47.66172677,-122.3175613,"4545 ROOSEVELT WAY NE
(47.66172677, -122.31756132)"
40927,6433185,741 HARVARD AVE E,"Establish use as small efficiency dwelling units and construct new multifamily building, occupy per plan.",MULTIFAMILY,NEW,1614126.0,2015-06-29,2016-04-13,2018-03-05,2019-04-13,Cert of Occupancy Authorized,47.62629031,-122.32268629999999,"741 HARVARD AVE E
(47.62629031, -122.32268625)"
41237,6366219,5601 24TH AVE NW,"Construct mixed use residential assisted living structure with retail, underground parking, and commercial kitchen build-out (state jurisdiction) and occupy per plans.",COMMERCIAL,NEW,15241446.0,2014-07-31,2015-02-12,2016-08-15,2016-08-12,Permit Closed,47.66967529,-122.38792849999999,"5601 24TH AVE NW
(47.66967529, -122.3879285)"
41281,6461700,1200 S DEARBORN ST,Construct public storage structure with ground level retail and parking garage. Revised under 6555073 to remove caretakers unit.,COMMERCIAL,NEW,23006329.0,2015-04-16,2015-12-02,2017-01-19,2017-06-02,Cert of Occupancy Authorized,47.59600159,-122.3162261,"1200 S DEARBORN ST
(47.59600159, -122.31622613)"
41959,6332906,8731 PHINNEY AVE N,"Establish use as apartments, construct boarding home and occupy, per plans.",MULTIFAMILY,NEW,1501239.0,2013-02-25,2013-10-10,2015-07-15,2016-10-10,Permit Closed,47.69333241,-122.35424099999999,"8731 PHINNEY AVE N
(47.69333241, -122.35424096)"
42185,6488356,123 BROADWAY,"Shoring and excavation for future construction of new mixed-use building with below grade parking, per plan.",COMMERCIAL,NEW,1209754.0,2015-09-03,2016-05-23,2018-02-28,2019-05-23,Permit Closed,47.60247849,-122.3210096,"123 BROADWAY
(47.60247849, -122.32100964)"
42216,6434860,808 HOWELL ST,Shoring and excavation to prepare site for future construction of an hotel with underground parking per plan.,COMMERCIAL,NEW,11000000.0,2014-09-11,2015-08-25,2017-05-09,2018-08-25,Permit Closed,47.61457019,-122.3340078,"808 HOWELL ST
(47.61457019, -122.33400784)"
42255,6398262,1321 SENECA ST,"Shoring and excavation for future construction of a residential and live-work building with below grade parking, per plan.",MULTIFAMILY,NEW,1400000.0,2014-01-22,2014-10-28,2015-09-18,2016-04-28,Permit Closed,47.61181606,-122.3231999,"1321 SENECA ST
(47.61181606, -122.32319986)"
42303,6428981,4351 15TH AVE S,"Establish use as general sales, service and multifamily, and construct new mixed use structure with parking, and occupy per plan.",MULTIFAMILY,NEW,5080964.0,2014-12-31,2015-05-23,2017-10-31,2018-05-23,Permit Closed,47.56382104,-122.3138774,"4351 15TH AVE S
(47.56382104, -122.31387741)"
42395,6391164,4302 7TH AVE NE,"Construct new 47-unit apartment with underground parking and occupy, per plan.",MULTIFAMILY,NEW,2696644.0,2014-05-02,2014-11-04,2016-01-19,2016-05-04,Permit Closed,47.659737299999996,-122.3204409,"4302 7TH AVE NE
(47.6597373, -122.32044092)"
42642,6319158,550 BROADWAY,Construct new multi-family structure with underground parking and occupy per plan.,COMMERCIAL,NEW,16853395.0,2015-04-07,2015-12-18,2017-09-01,2018-12-18,Permit Closed,47.60673038,-122.32036029999999,"550 BROADWAY
(47.60673038, -122.32036025)"
42798,6380969,3801 STONE WAY N,"Construction of a residential and commercial building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,40026381.0,2013-11-04,2014-08-29,2016-11-02,2017-08-29,Permit Closed,47.65310607,-122.34318020000002,"3801 STONE WAY N
(47.65310607, -122.34318015)"
42954,6283622,2721 17TH AVE S,Establish use as retail and residential use and construct new mixed use building with below-grade parking and occupy per plan.,COMMERCIAL,NEW,4925757.0,2012-10-22,2013-06-26,2014-12-29,2014-12-26,Permit Closed,47.57883692,-122.31106640000002,"2721 17TH AVE S
(47.57883692, -122.31106639)"
42956,6504245,1050 JAMES ST,"Construction of a residential building with below grade parking and occupy, per plan.",MULTIFAMILY,NEW,8870833.0,2016-02-09,2016-09-24,2018-02-05,2018-03-24,Permit Closed,47.60642739,-122.32304450000001,"1050 JAMES ST
(47.60642739, -122.32304448)"
43060,6128401,920 5TH AVE,"Construction of a high-rise/office, retail and below grade parking structure.",COMMERCIAL,NEW,166696118.0,2008-08-13,2015-09-09,2017-11-14,2018-09-09,Cert of Occupancy Authorized,47.606478499999994,-122.33136470000001,"920 5TH AVE
(47.6064785, -122.3313647)"
43074,6453012,4645 26TH AVE NE,"Construct a new retail building, and occupy per plan.",COMMERCIAL,NEW,5982809.0,2015-02-19,2015-06-19,2016-11-21,2016-12-19,Permit Closed,47.66306259,-122.3002169,"4645 26TH AVE NE
(47.66306259, -122.3002169)"
43086,6414719,450 3RD AVE W,"Construction of an office building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,37379562.0,2015-02-18,2015-08-28,2017-01-19,2017-02-28,Permit Closed,47.62267378,-122.36041670000002,"450 3RD AVE W
(47.62267378, -122.36041667)"
43099,6461843,4138 BROOKLYN AVE NE,"Establish use as residential structure. Construct new apartment and congregate living facility building. Construct substantial alterations to existing residential structure (changing function from duplex to spaces associated with new residential building), relocate on site and connect to new building; occupy per plans.",MULTIFAMILY,NEW,7576551.0,2015-09-10,2016-06-23,2017-10-02,2017-12-23,Permit Closed,47.65797676,-122.3141094,"4138 BROOKLYN AVE NE
(47.65797676, -122.31410941)"
43220,6392547,104 22ND AVE S,"Establish use as and construct six unit rowhouse with surface parking, per plan.",MULTIFAMILY,NEW,1172741.0,2014-08-02,2015-02-07,2016-07-12,2016-08-07,Permit Closed,47.60138873,-122.30345770000001,"104 22ND AVE S
(47.60138873, -122.3034577)"
43242,6383259,5601 22ND AVE NW,Construct two tower mixed use building and occupy per plan.,MULTIFAMILY,NEW,20624085.0,2014-08-19,2015-03-26,2016-12-05,2018-03-26,Permit Closed,47.66974927,-122.385144,"5601 22ND AVE NW
(47.66974927, -122.38514397)"
43317,6473388,1731 NW 57TH ST,"Establish use as and construct new residential units and occupy, per plans.",MULTIFAMILY,NEW,3580492.0,2015-07-22,2016-03-01,2017-07-10,2017-09-01,Permit Closed,47.669929100000004,-122.380349,"1731 NW 57TH ST
(47.6699291, -122.38034895)"
43632,6339340,2021 7TH AVE,"Construction of office building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,280589934.0,2013-06-20,2013-10-15,2016-02-25,2016-10-15,Permit Closed,47.61523711,-122.33836399999998,"2021 7TH AVE
(47.61523711, -122.33836402)"
43637,6354261,325 9TH AVE N,"Phased project:  Construction of an office and retail building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,74821023.0,2013-08-28,2014-01-31,2015-05-05,2015-07-31,Permit Closed,47.62154693,-122.3401645,"325 9TH AVE N
(47.62154693, -122.34016446)"
43980,6407198,2407 E UNION ST,Construct mixed use building with parking garage per plan. Existing structures to be demolished by separate permit.,COMMERCIAL,NEW,4862569.0,2014-06-17,2015-03-02,2016-05-27,2016-09-02,Permit Closed,47.61269306,-122.30099150000001,"2407 E UNION ST
(47.61269306, -122.30099149)"
44079,6437982,1207 WESTLAKE AVE N,"Shoring and excavation for future construction of a new residential and retail building with below grade parking, per plan.",MULTIFAMILY,NEW,3000000.0,2014-10-22,2015-07-20,2017-06-30,2018-07-20,Permit Finaled,47.63002641,-122.34142340000001,"1207 WESTLAKE AVE N
(47.63002641, -122.34142344)"
44086,6453820,218 21ST AVE,"Establish use as 6-unit rowhouse and construct 6-unit townhouse, per plan.",MULTIFAMILY,NEW,1134511.0,2015-06-16,2015-10-22,2016-09-30,2017-04-22,Permit Finaled,47.60413073,-122.304823,"218 21ST AVE
(47.60413073, -122.30482302)"
44248,6404205,4780 32ND AVE S,"Construct a residential apartment building with below grade parking (Building 2), and occupy per plan.See also 6404207 and 6404206 and 6404208 and 6404209 and 6360806",MULTIFAMILY,NEW,8126992.0,2014-04-01,2014-10-16,2016-04-20,2016-04-16,Permit Closed,47.5592093,-122.2904265,"4780 32ND AVE S
(47.5592093, -122.29042648)"
44506,6325848,721 E PINE ST,"Establish uses as restaurant, retail, automotive and apartments with below grade parking. Construct mixed use building with underground garage, and occupy per plan.",MULTIFAMILY,NEW,9834485.0,2013-09-05,2014-05-22,2015-10-16,2015-11-22,Permit Closed,47.61508327,-122.32244070000002,"721 E PINE ST
(47.61508327, -122.32244066)"
44638,6297554,4558 7TH AVE NE,Construct residential building and occupy per plan.,MULTIFAMILY,NEW,2501389.0,2012-01-26,2014-03-27,2015-06-05,2015-09-27,Permit Closed,47.663025899999994,-122.3204905,"4558 7TH AVE NE
(47.6630259, -122.32049053)"
44719,6472951,11502 GREENWOOD AVE N,"Establish use as rowhouse and construct new townhouse, per plan.",MULTIFAMILY,NEW,1309240.0,2015-11-17,2016-01-26,2017-03-31,2017-07-26,Permit Finaled,47.71250742,-122.3550567,"11502 GREENWOOD AVE N
(47.71250742, -122.3550567)"
44725,6393303,1701 20TH AVE S,Establish use as private school (Hamlin Robinson School) and construct new institutional structure and occupy per plan.,INSTITUTIONAL,NEW,7500000.0,2014-01-06,2014-06-18,2015-07-09,2015-12-18,Permit Closed,47.58831146,-122.3065108,"1701 20TH AVE S
(47.58831146, -122.30651083)"
44926,6337838,810 DEXTER AVE N,"Shoring and excavation for future construction of a residential and retail building with below grade parking, per plans (phased application under 6367752).",COMMERCIAL,NEW,8440924.0,2013-11-05,2014-05-06,2016-03-09,2017-05-06,Permit Closed,47.62677806,-122.3417152,"810 DEXTER AVE N
(47.62677806, -122.34171523)"
44951,6324871,4106 12TH AVE NE,"Establish use as and construct a new multifamily residence, and occupy per plan.",MULTIFAMILY,NEW,4727922.0,2013-03-10,2013-08-20,2015-02-17,2015-02-20,Permit Closed,47.65713971,-122.3152862,"4106 12TH AVE NE
(47.65713971, -122.31528624)"
45006,6380259,1417 NW 54TH ST,"Construct commercial building for use as custom and craft, retail and restaurant and occupy, per plan.",COMMERCIAL,NEW,4679785.0,2014-01-07,2014-08-11,2016-09-30,2017-08-11,Permit Closed,47.66767445,-122.374504,"1417 NW 54TH ST
(47.66767445, -122.37450403)"
45397,6345269,400 BOREN AVE N,Shoring and excavation for future construction of residentail building under AP6306279,MULTIFAMILY,NEW,2107000.0,2012-12-07,2013-08-22,2014-09-12,2015-02-22,Permit Closed,47.62221174,-122.3355992,"400 BOREN AVE N
(47.62221174, -122.33559922)"
45504,6426745,2020 E MADISON ST,"Construct a new residential apartment building with ground floor retail and below grade parking, and occupy per plan.",MULTIFAMILY,NEW,17857426.0,2014-08-12,2015-07-30,2017-10-24,2018-07-30,Permit Closed,47.61779708,-122.30527759999998,"2020 E MADISON ST
(47.61779708, -122.30527758)"
45523,6175609,4501 12TH AVE NE,"Phased project:  Construction of a residential (hotel) and retail building with below grade parking and occupy, per plan.",COMMERCIAL,NEW,21508436.0,2013-07-31,2014-01-27,2016-03-09,2017-01-27,Permit Closed,47.66148571,-122.31570459999999,"4501 12TH AVE NE
(47.66148571, -122.31570458)"
45917,6336473,1424 11TH AVE,"Phased Project: Construction of a new mixed-use structure with below grade parking with portions of existing structure to be incorporated, and occupy per plan.",COMMERCIAL,NEW,4632336.0,2013-06-10,2013-10-23,2015-04-21,2015-04-23,Permit Closed,47.61371932,-122.3177533,"1424 11TH AVE
(47.61371932, -122.3177533)"
46118,6120993,6850 WOODLAWN AVE NE,Phase III of III (wood frame & architectural) to Construct mixed use building (retirement housing) and occupy per plan.,COMMERCIAL,NEW,3678377.0,2008-08-12,2013-10-09,2015-03-20,2015-04-09,Permit Closed,47.67747634,-122.32689620000001,"6850 WOODLAWN AVE NE
(47.67747634, -122.32689619)"
46279,6375003,4249 WHITMAN CT NE,"Establish use for and construct an assembly/classroom gathering hall ""Intellectual House"" on UW campus and occupy (per MUP 3015841 to remove trees), per plans.",INSTITUTIONAL,NEW,1027212.0,2013-09-10,2014-03-05,2015-04-21,2015-09-05,Permit Closed,47.65828261,-122.3045429,"4249 WHITMAN CT NE
(47.65828261, -122.30454286)"
46415,6389079,435 DEXTER AVE N,"Construction of a residential building with below grade parking and occupy, per plan.",MULTIFAMILY,NEW,39463347.0,2014-04-23,2015-01-07,2017-01-10,2018-01-07,Permit Closed,47.62296587,-122.3434253,"435 DEXTER AVE N
(47.62296587, -122.34342527)"
46583,6343896,8026 15TH AVE NW,"Construct apartment building with one live-work unit and covered parking and occupy, per plan.",MULTIFAMILY,NEW,2616267.0,2013-05-23,2013-12-19,2015-01-22,2015-06-19,Permit Closed,47.6877381,-122.3765045,"8026 15TH AVE NW
(47.6877381, -122.3765045)"
46890,6368241,2305 E MADISON ST,"Construct mixed use retail, live/work and apartment building and occupy, per plans.",COMMERCIAL,NEW,4004672.0,2015-02-17,2015-07-30,2017-08-28,2018-07-30,Permit Closed,47.61918048,-122.30220120000001,"2305 E MADISON ST
(47.61918048, -122.3022012)"
47024,6357155,601 WESTLAKE AVE N,"Shoring and excavation for future construction of a laboratory and retail building with below grade parking, per plan.",COMMERCIAL,NEW,5400000.0,2013-05-22,2013-10-24,2015-06-09,2015-04-24,Permit Closed,47.62498078,-122.33884520000001,"601 WESTLAKE AVE N
(47.62498078, -122.33884523)"
47092,6458649,1319 DEXTER AVE N,"Shoring and excavation only for future construct of a mixed use building with ground level parking, per plans.",MULTIFAMILY,NEW,2440000.0,2015-03-03,2015-08-27,2017-11-02,2018-08-27,Permit Closed,47.63115019,-122.34276070000001,"1319 DEXTER AVE N
(47.63115019, -122.34276073)"
47241,6374587,2101 7TH AVE,"Shoring and excavation for future construction of two new administrative office and retail buildings with below grade parking, per MUP 3013154 and plans.",COMMERCIAL,NEW,12100000.0,2013-08-22,2014-02-07,2016-09-30,2017-02-07,Permit Closed,47.61586972,-122.3393811,"2101 7TH AVE
(47.61586972, -122.33938109)"
