,b_id,b_latitude,b_longitude,col_before,col_during,col_after
46279,6375003,47.65828261,-122.3045429,99,74,45
46290,6252500,47.6692679,-122.3780555,65,49,11
46320,6398671,47.69460919,-122.3002953,34,62,48
46341,6360751,47.66983645,-122.414199,96,97,53
46347,6356501,47.73069775,-122.3604633,10,14,7
46365,6387672,47.63948164,-122.3439165,86,55,63
46415,6389079,47.62296587,-122.3434253,55,50,34
46430,6468397,47.52184247,-122.3569985,59,77,89
46455,6372982,47.51354249,-122.3771041,71,86,2
46463,6515473,47.654742,-122.278966,49,33,27
46467,6459582,47.63781765,-122.3784785,54,81,17
46473,6543687,47.68432343,-122.3818549,28,10,38
46486,6354265,47.54695188,-122.3017832,48,63,24
46493,6371731,47.63204687,-122.3601297,47,32,12
46511,6386308,47.54589297,-122.3774092,28,21,57
46524,6304546,47.63100625,-122.3828297,35,39,79
46546,6446488,47.69244397,-122.3209682,16,72,63
46576,6566335,47.54806945,-122.3868953,5,30,18
46583,6343896,47.6877381,-122.3765045,82,29,96
46591,6460757,47.60733045,-122.2896767,38,35,46
46604,6515730,47.71129031,-122.3058082,83,2,6
46622,6304581,47.71896494,-122.2924767,67,11,25
46625,6619704,47.6731587,-122.3828183,40,94,30
46626,6415951,47.66848645,-122.3368285,46,75,85
46634,6420650,47.65423495,-122.3959731,27,54,63
46638,6478118,47.66920354,-122.3111021,96,81,40
46642,6395288,47.67133938,-122.3733084,18,16,58
46643,6518020,47.6439203,-122.3710155,32,20,72
46644,6372145,47.53618273,-122.3868461,25,43,28
46666,6423806,47.68273861,-122.3282165,73,64,93
46682,6426082,47.6590152,-122.3484575,81,50,50
46686,6502827,47.68265999,-122.3233685,74,20,4
46698,6545786,47.70343993,-122.3498489,47,98,74
46711,6514358,47.56639329,-122.3609135,73,93,19
46722,6542688,47.6696687,-122.2813309,75,58,10
46734,6623641,47.69034925,-122.3651801,80,27,3
46752,6584693,47.56186497,-122.2907427,23,22,91
46811,6568398,47.61456456,-122.3070126,18,30,61
46821,6386888,47.55130495,-122.3239238,28,30,70
46825,6472271,47.66925886,-122.2824071,81,97,98
46828,6453807,47.57101477,-122.2878811,55,37,24
46846,6399776,47.58707306,-122.3092101,30,93,4
46858,6398159,47.65543932,-122.387717,28,79,66
46859,6394161,47.59556259,-122.292055,60,4,93
46865,6335657,47.55954025,-122.3651244,89,73,96
46883,6586463,47.64483041,-122.3241814,19,54,74
46889,6533037,47.66345926,-122.365223,8,65,20
46890,6368241,47.61918048,-122.3022012,39,40,37
46925,6464648,47.67428715,-122.382431,10,24,20
46936,6532759,47.60669167,-122.3370109,19,71,57
46946,6571700,47.6854102,-122.3291362,70,7,42
46957,6486665,47.64049821,-122.3119897,69,51,89
46979,6394610,47.65023861,-122.3980088,89,60,83
46985,6329038,47.59855333,-122.312786,59,90,78
46987,6519980,47.69759835,-122.2823781,75,88,1
46995,6429986,47.56870442,-122.3870683,69,6,54
46999,6594191,47.69047049,-122.3651976,48,59,85
47003,6545661,47.72469132,-122.3101507,49,49,89
47011,6423437,47.63187829,-122.3687361,6,70,24
47017,6455633,47.55868943,-122.3639773,51,26,43
47024,6357155,47.62498078,-122.3388452,81,83,35
47074,6564182,47.69202135,-122.3135176,96,3,52
47077,6380138,47.66972241,-122.3357043,64,54,76
47092,6458649,47.63115019,-122.3427607,5,27,52
47098,6468042,47.60754252,-122.3040804,12,62,85
47124,6568231,47.57197907,-122.4111016,5,40,10
47143,6469619,47.67427105,-122.379334,93,54,2
47168,6385884,47.57741942,-122.4099201,66,47,56
47178,6407532,47.6765125,-122.3251741,77,0,96
47194,6437760,47.62929585,-122.2899374,28,17,74
47241,6374587,47.61586972,-122.3393811,20,76,14
47255,6339062,47.71334223,-122.3115156,79,19,82
47272,6431200,47.64022563,-122.3646567,88,70,52
47299,6327387,47.60967965,-122.3297856,32,3,23
47309,6454462,47.52868695,-122.2683118,76,43,30
47313,6473912,47.57525231,-122.4110631,62,89,54
47314,6434927,47.68692289,-122.3173874,45,64,68
47324,6133049,47.53225327,-122.35997,87,12,69
47338,6439378,47.55595134,-122.2729382,20,95,80
47342,6362049,47.57454799,-122.387034,69,78,99
47364,6365259,47.59055076,-122.2920699,53,7,82
47373,6579264,47.61393817,-122.3008604,54,43,80
47385,6335464,47.72066643,-122.3122997,82,53,66
47404,6441443,47.63796335,-122.4102872,84,66,40
47411,6563669,47.54391478,-122.3729654,86,30,50
47421,6498503,47.64137869,-122.3679378,95,8,72
47433,6582396,47.67385271,-122.3647985,59,46,33
47487,6396203,47.56195518,-122.2879256,68,64,84
47488,6358875,47.6746595,-122.3927848,3,32,55
47493,6468821,47.65235247,-122.3098752,45,85,24
47506,6315602,47.56533844,-122.3872582,39,91,80
47516,6398723,47.69685378,-122.3001877,17,94,92
47525,6596876,47.666102,-122.3667006,15,15,99
47527,6432234,47.53944804,-122.2673588,60,38,29
47530,6556096,47.65587149,-122.2861203,52,2,81
47534,6426188,47.54886172,-122.2752082,23,14,86
47538,6552146,47.69865904,-122.2893062,76,6,84
47576,6424234,47.6507546,-122.2784564,29,74,50
47581,6363053,47.51715136,-122.3967494,56,23,44
47585,6417841,47.62910222,-122.2831183,65,87,48
47603,6361057,47.54325809,-122.37534,82,49,66
47619,6453439,47.55349816,-122.3038415,19,68,24
47626,6424739,47.68355516,-122.2859887,42,17,18
47639,6422804,47.68810298,-122.3744099,50,25,77
47645,6573306,47.6224597,-122.3195165,52,87,13
47647,6463657,47.67839934,-122.3622276,80,7,43
47649,6530133,47.5549562,-122.3141075,0,33,7
47652,6491262,47.69454874,-122.3684468,47,3,55
47663,6481015,47.63882324,-122.3872158,48,3,3
47667,6476127,47.64563461,-122.4026383,3,17,74
47668,6361539,47.69881755,-122.3178907,50,80,50
47697,6343550,47.61445083,-122.3227283,24,92,42
47727,6499094,47.54006786,-122.371511,11,39,80
47731,6423415,47.67685196,-122.3608085,96,33,66
47741,6429706,47.67050776,-122.2665585,34,16,2
47774,6366933,47.67606993,-122.3055798,34,75,83
47781,6516781,47.54921223,-122.31083,58,15,86
47782,6491110,47.54320684,-122.3217545,25,69,50
47793,6538231,47.67194984,-122.2804961,55,73,4
47816,6543356,47.66271,-122.3402591,54,8,20
47829,6528775,47.66020188,-122.3637117,58,95,83
47836,6411902,47.66853804,-122.3537027,67,22,39
47861,6534462,47.57435119,-122.3795693,1,48,99
47874,6373570,47.67809356,-122.3301038,54,84,15
47891,6366839,47.61586972,-122.3393811,31,66,3
47909,6419312,47.51461039,-122.2684528,34,61,22
47931,6479281,47.55961722,-122.3612868,36,63,90
47941,6323168,47.53374157,-122.3808239,39,0,38
47943,6438114,47.70968575,-122.3076633,29,89,86
47958,6312605,47.59046693,-122.3136166,15,58,99
48016,6315298,47.56931261,-122.3871171,26,11,59
48023,6453103,47.60645859,-122.3040024,31,43,96
48050,6352264,47.59207374,-122.305383,90,97,74
48054,6565976,47.65189931,-122.3725524,57,10,41
48071,6362054,47.60015107,-122.2984185,69,83,59
48087,6469671,47.64112328,-122.3141769,31,29,31
48088,6520709,47.67081533,-122.3010048,41,93,80
48093,6301684,47.62158027,-122.3556997,56,75,92
48107,6515737,47.71068618,-122.3061981,49,92,36
48126,6484693,47.59867342,-122.3352065,2,74,48
48159,6569862,47.57686155,-122.4086673,53,98,14
48164,6335888,47.51743535,-122.3388274,61,98,28
48166,6305885,47.65373124,-122.3517586,17,75,15
48219,6596770,47.51293706,-122.2530061,23,93,74
48220,6357950,47.54343098,-122.3676156,90,24,38
48225,6527262,47.65663146,-122.3892134,45,46,27
48232,6441741,47.62212235,-122.3320817,19,4,64
48246,6374364,47.57784686,-122.3935642,61,6,68
48251,6472266,47.66525297,-122.3716115,57,48,99
48254,6503907,47.57317022,-122.2960042,56,23,99
48262,6367082,47.67581376,-122.3873416,17,67,48
48264,6467867,47.64993468,-122.3480327,63,43,84
48286,6455108,47.71659051,-122.2931206,50,0,73
48288,6414425,47.53804855,-122.38607,94,38,30
48303,6400296,47.67426563,-122.3827013,65,39,14
48314,6498096,47.65550081,-122.3406455,34,37,94
48318,6412415,47.64724952,-122.3616715,28,49,54
48319,6421289,47.60504463,-122.2907768,86,50,70
48322,6347003,47.72505576,-122.2818225,79,6,21
48336,6457992,47.67581888,-122.3790923,99,43,90
48388,6542255,47.6393967,-122.2836243,83,75,65
48400,6347504,47.61430491,-122.3164393,30,75,74
48415,6564461,47.63930355,-122.2835752,3,63,16
48417,6357843,47.67686751,-122.353094,40,23,74
48419,6569204,47.63957537,-122.2787146,67,16,51
48437,6398274,47.62585594,-122.2890802,55,39,13
48457,6596512,47.61919138,-122.3131263,56,99,61
48495,6408913,47.67267297,-122.3830984,57,55,1
48498,6543101,47.57271129,-122.3220339,82,74,12
48499,6430134,47.69147989,-122.3531426,9,96,46
48501,6568254,47.69624396,-122.3901661,26,37,3
48503,6463164,47.56216286,-122.2880346,55,75,7
48550,6514644,47.543365,-122.3212207,80,48,0
48552,6378522,47.62366408,-122.322307,12,85,18
48556,6480207,47.64461006,-122.3842345,55,28,4
48565,6411782,47.57052455,-122.2874687,63,10,15
48589,6395381,47.68094407,-122.2917584,37,13,73
48612,6364094,47.63692446,-122.36146,97,46,86
48614,6595878,47.62760595,-122.3206816,58,77,21
48617,6495056,47.63519519,-122.3730845,20,49,31
48618,6649039,47.63970299,-122.3773748,8,76,33
48622,6606066,47.67472702,-122.3671344,19,27,43
48629,6535446,47.70169261,-122.3717442,16,66,31
48633,6583239,47.68895352,-122.3584717,6,45,11
48634,6496178,47.66380541,-122.2755203,33,9,80
48640,6488470,47.6306756,-122.3472722,55,81,22
48669,6413018,47.69044578,-122.3900908,9,21,18
48682,6520270,47.65654389,-122.3891198,54,57,24
48701,6527677,47.62501724,-122.3138836,33,75,1
48709,6388677,47.73213215,-122.2862457,42,92,2
48714,6501387,47.58140543,-122.4029512,71,1,21
48717,6556134,47.60665738,-122.3239196,28,97,13
48736,6389039,47.67412632,-122.3836857,92,34,65
48744,6613277,47.68291229,-122.3021088,83,23,11
48759,6524895,47.62325255,-122.2981025,25,50,98
48778,6506587,47.6834535,-122.2886716,87,74,61
48797,6492021,47.63612953,-122.387858,73,58,64
48807,6424048,47.70760366,-122.3367799,79,86,97
48827,6410914,47.64645646,-122.3262663,52,83,0
48832,6300390,47.61655478,-122.2862414,29,18,21
48833,6565683,47.6549882,-122.3276543,43,5,50
48836,6424487,47.67718373,-122.2920702,6,70,71
48840,6582397,47.64707606,-122.3590725,64,77,30
48848,6488538,47.67363645,-122.4044102,90,25,37
48866,6413190,47.54592777,-122.3632149,92,97,58
48867,6474354,47.58724823,-122.3150976,74,24,72
48877,6449341,47.67713326,-122.3281333,56,88,67
48888,6495644,47.72586916,-122.3297326,84,5,53
48890,6470571,47.68240595,-122.3253141,65,69,78
48902,6519235,47.5791634,-122.3064335,19,36,38
48910,6573313,47.57317022,-122.2960042,13,98,48
48927,6527351,47.6529861,-122.4020284,67,85,29
48935,6334951,47.53561961,-122.2952245,78,11,87
48964,6583974,47.67473848,-122.3793249,52,5,16
48971,6352324,47.62304677,-122.3407984,77,13,56
48973,6528787,47.64383924,-122.3712677,78,48,69
48981,6545826,47.55026016,-122.2738932,66,59,4
48998,6525847,47.66723775,-122.2776682,20,76,5
49008,6404208,47.55937436,-122.2910721,64,59,46
49045,6583693,47.56689918,-122.2966154,86,9,71
49051,6486731,47.67287564,-122.3779582,17,41,5
49053,6513650,47.53397273,-122.3678559,47,70,49
49085,6489595,47.68221197,-122.393839,47,20,97
49086,6598250,47.68499374,-122.345279,99,31,65
49088,6412560,47.69337315,-122.3523405,71,34,48
49092,6583434,47.6617059,-122.3740289,77,49,22
49100,6602626,47.70659393,-122.2857217,53,76,11
49117,6444758,47.67343902,-122.3304272,58,40,28
49138,6359178,47.69359145,-122.3381073,86,84,49
49190,6457539,47.62609679,-122.2959059,49,2,99
49225,6434343,47.72842201,-122.3264986,33,18,76
49250,6571087,47.54353963,-122.2860966,60,77,64
49261,6513643,47.53397273,-122.3678559,30,51,92
49286,6479959,47.56710154,-122.2966581,2,21,31
49297,6380644,47.54976561,-122.3927628,64,46,68
49300,6345785,47.62251637,-122.3339166,8,59,46
49311,6518021,47.643784,-122.3712949,26,35,35
49324,6369298,47.66911417,-122.3724976,67,64,86
49327,6518945,47.53947474,-122.3631316,33,88,29
49332,6505809,47.62753282,-122.3598735,95,61,21
49359,6416375,47.68634946,-122.396169,32,44,16
49382,6359455,47.67035987,-122.3831308,46,40,80
49438,6360806,47.55988171,-122.2898098,27,72,38
49441,6622256,47.66975925,-122.3965789,96,36,58
49444,6475748,47.67265466,-122.3785327,16,32,19
49467,6571086,47.5438006,-122.2861262,72,65,20
49481,6294017,47.64866803,-122.3839158,13,4,70
49489,6459085,47.58169159,-122.3078822,94,53,68
49492,6516559,47.61988603,-122.3057985,27,74,39
49498,6467051,47.66003699,-122.304037,57,15,18
49524,6587759,47.64526635,-122.361194,59,64,67
49534,6428659,47.66384919,-122.3191544,74,31,41
49542,6349308,47.61544748,-122.3385324,43,78,40
49557,6534250,47.6696484,-122.3791989,6,77,40
49564,6387069,47.68126043,-122.3717766,16,58,18
49569,6367854,47.60946442,-122.3428717,54,18,20
49574,6567704,47.68882321,-122.3069157,74,44,88
49584,6381134,47.70187033,-122.3370503,77,3,5
49598,6484950,47.65685125,-122.356732,67,30,49
49602,6375089,47.65203835,-122.3848659,58,81,3
49609,6428396,47.55232028,-122.2604852,59,7,69
49615,6494734,47.56053345,-122.2910924,2,62,98
49618,6344619,47.54300079,-122.3713865,52,22,66
49623,6482143,47.69799223,-122.3569993,91,36,3
49626,6597396,47.67111583,-122.391759,76,85,38
49632,6418187,47.55721946,-122.3811923,87,17,93
49637,6509477,47.68084693,-122.3457412,31,45,30
49661,6447815,47.66235106,-122.3398208,72,19,75
49689,6433307,47.53312152,-122.264743,95,58,8
49729,6403224,47.68748686,-122.390072,73,17,43
49752,6391160,47.64990814,-122.3837605,27,54,59
49755,6530214,47.69031117,-122.3802325,84,1,41
49758,6448446,47.65305359,-122.3526168,41,74,97
49760,6459804,47.67430996,-122.3913845,27,5,33
49762,6433724,47.6545403,-122.3853917,12,44,27
49768,6563315,47.58158549,-122.3895911,60,94,53
49770,6332444,47.62103801,-122.3368241,7,26,12
49793,6517145,47.56579932,-122.3722761,27,7,92
49810,6401225,47.56414885,-122.2908548,80,76,54
49813,6468242,47.62213467,-122.3328378,28,52,89
49823,6468540,47.55750972,-122.2843389,33,35,59
49845,6599209,47.67364401,-122.38584,44,70,71
49848,6457736,47.68189573,-122.2682547,18,82,30
49853,6514152,47.69583717,-122.3615023,61,0,30
49856,6388580,47.60218487,-122.3060627,23,15,40
49862,6380417,47.66670506,-122.3598715,23,84,4
49864,6518505,47.67002843,-122.2725402,79,93,64
49876,6500031,47.66346713,-122.3138821,11,90,79
49892,6489764,47.53492035,-122.3439338,79,3,70
49898,6403616,47.7005377,-122.27748,48,66,36
49900,6578505,47.68433785,-122.2801999,88,43,3
49908,6439793,47.67721431,-122.2926293,59,49,3
49934,6582058,47.54873802,-122.3053768,69,27,24
49947,6500810,47.58743021,-122.311398,1,68,27
49951,6377839,47.59255789,-122.2913243,53,33,32
49965,6378521,47.72999019,-122.334861,82,95,3
50003,6417759,47.67339272,-122.3816142,43,40,69
50007,6537271,47.54347197,-122.3768311,29,12,37
50010,6526354,47.61574546,-122.3479084,11,81,25
50012,6558994,47.62386005,-122.3191261,31,77,53
50015,6455907,47.71349746,-122.2914161,9,9,78
50041,6495635,47.63349569,-122.3945437,0,59,61
50048,6532016,47.57852034,-122.2944017,58,44,2
50083,6339619,47.56797295,-122.2727644,19,26,46
50131,6375270,47.64349281,-122.3540775,72,79,54
50133,6468796,47.55323322,-122.2801105,58,71,94
50184,6451935,47.62871972,-122.3496269,17,16,64
50196,6483955,47.72956037,-122.3089482,84,77,69
50198,6515211,47.67808828,-122.3899808,55,36,55
50200,6633003,47.68575836,-122.3720453,44,11,61
50218,6520417,47.55990943,-122.2891632,42,36,28
50219,6448789,47.59579778,-122.2982906,59,80,86
50229,6427651,47.62489222,-122.3306346,60,74,54
50235,6422119,47.66838684,-122.3155546,21,80,6
50251,6488979,47.60252069,-122.3061052,28,9,25
50259,6382257,47.60540605,-122.3066747,55,35,85
50276,6353460,47.61822437,-122.2990652,74,89,75
50281,6403247,47.58099241,-122.393061,73,81,69
50312,6401776,47.65144569,-122.3851643,77,7,34
50318,6472362,47.66919932,-122.3791147,57,38,92
50341,6570926,47.53939477,-122.3710113,81,51,6
50351,6455081,47.71143297,-122.2846213,25,96,94
50360,6558575,47.57517289,-122.3171838,25,40,95
50363,6334144,47.66935779,-122.3546838,46,51,24
50365,6219084,47.60233927,-122.3131416,0,77,43
50377,6490244,47.56633198,-122.3705036,1,42,26
50378,6556057,47.61997251,-122.3388731,93,28,79
50412,6391583,47.69528556,-122.3178198,69,19,25
50415,6483810,47.69301983,-122.3375377,44,68,35
50426,6403279,47.70045073,-122.277467,38,15,96
50443,6478744,47.68527035,-122.3621073,77,75,97
50449,6386033,47.54388675,-122.2790443,15,76,12
50451,6432680,47.64701247,-122.3239341,79,86,96
50459,6374794,47.59176906,-122.3829279,92,31,89
50473,6451254,47.66066902,-122.3339812,97,58,9
50494,6486167,47.60977517,-122.3160087,50,30,55
50513,6351134,47.65713734,-122.3919905,63,99,34
50521,6582054,47.54842848,-122.306253,56,27,12
50522,6564760,47.54779729,-122.3866154,48,4,28
50533,6445029,47.66967529,-122.3879285,32,26,27
50545,6576694,47.63779124,-122.3529423,29,84,15
50587,6435477,47.54780353,-122.3985991,38,42,92
50614,6426854,47.63648255,-122.3695505,61,97,3
50651,6452590,47.63000367,-122.3489408,17,77,40
50670,6464031,47.54620979,-122.3859687,23,3,3
50673,6542269,47.60665738,-122.3239196,8,69,95
50687,6531443,47.61689116,-122.3341102,23,7,27
50766,6430133,47.69149713,-122.3528027,51,45,36
50775,6545641,47.54303399,-122.3741068,55,23,15
50798,6571875,47.57335912,-122.2952836,61,74,6
50810,6367001,47.63714765,-122.290461,63,37,82
50812,6437187,47.55141152,-122.3233411,89,43,14
50833,6443016,47.63996313,-122.3980964,35,58,80
50834,6383128,47.67864785,-122.3239886,95,3,85
50852,6329297,47.67705292,-122.3169622,24,10,44
50853,6463151,47.67993575,-122.369717,41,6,13
50875,6397386,47.58969835,-122.3879244,7,11,95
50877,6405066,47.65652507,-122.35683,80,86,16
50895,6534692,47.60151917,-122.3266259,47,11,85
50914,6357007,47.65577125,-122.3170365,54,57,64
50930,6536927,47.50804299,-122.2503012,72,13,43
50964,6361121,47.63318368,-122.2788443,58,4,53
50983,6566140,47.5521697,-122.3626675,41,57,47
50991,6571854,47.67254902,-122.3786111,18,64,63
50992,6380260,47.63372377,-122.3469464,72,65,14
51003,6374234,47.64081755,-122.3203652,53,62,9
51006,6523169,47.6364846,-122.3640126,4,1,67
51009,6369633,47.55727141,-122.2871918,44,32,18
51020,6350181,47.5471627,-122.3881055,8,44,39
51037,6580075,47.56852796,-122.2943432,90,43,29
51041,6300081,47.69545337,-122.376211,62,87,90
51066,6419310,47.62030397,-122.3161826,4,10,30
51075,6380187,47.534675,-122.3599094,13,6,89
51094,6486474,47.57104413,-122.3778945,58,84,85
51099,6515008,47.56611217,-122.272931,47,89,94
51110,6426808,47.56274346,-122.3845995,62,58,91
51115,6285721,47.60911773,-122.3383204,7,24,27
51124,6527485,47.72023545,-122.3538182,57,42,81
51149,6509246,47.67583683,-122.3805842,23,43,86
51163,6582093,47.54880145,-122.3055866,69,24,56
51164,6549342,47.65300378,-122.3050043,82,78,86
51165,6420100,47.66293503,-122.2790934,31,62,87
51167,6313438,47.55739752,-122.2851064,77,90,11
51186,6418245,47.52324376,-122.390423,7,62,20
51223,6353028,47.57270251,-122.3764018,26,87,98
51230,6471997,47.52932732,-122.3877149,84,81,60
51254,6528985,47.72771701,-122.3020734,96,6,85
51263,6460329,47.60847973,-122.2968007,41,86,11
51265,6429477,47.58965216,-122.3881364,6,98,6
51273,6455570,47.61097054,-122.314637,21,30,17
51282,6407534,47.67643251,-122.3253869,32,15,63
51310,6586173,47.68533276,-122.3534133,56,24,87
51317,6571610,47.6563661,-122.3260261,32,11,74
51325,6353450,47.54210034,-122.2711265,33,73,84
51330,6377549,47.6860413,-122.3491204,56,18,74
51373,6339757,47.64816202,-122.4086567,92,33,43
51384,6613414,47.68242116,-122.3722922,7,51,6
51392,6370644,47.55778235,-122.3824046,32,52,19
51404,6508128,47.61198267,-122.315247,20,85,42
51436,6525915,47.69323765,-122.3110052,28,62,6
51455,6610445,47.5884504,-122.3000006,11,88,84
51459,6551004,47.69145432,-122.3112495,98,88,7
51477,6430618,47.66860315,-122.4090832,22,28,85
51483,6419302,47.51428886,-122.2690341,64,54,43
51526,6603752,47.5352243,-122.3824419,83,67,65
51529,6502867,47.66927478,-122.3970887,93,43,58
51546,6521992,47.70403347,-122.369039,79,33,11
51562,6427257,47.5735097,-122.3224022,41,58,56
51572,6579883,47.52045714,-122.3556986,93,42,10
51576,6454720,47.65141461,-122.3431969,90,94,7
51608,6330884,47.70833372,-122.3220476,90,32,8
51611,6378946,47.6692426,-122.3546756,13,15,98
51614,6388507,47.66111774,-122.3410771,83,8,83
51631,6347059,47.59716136,-122.311018,67,21,7
51656,6440804,47.69281646,-122.3367468,29,35,4
51661,6546775,47.63847672,-122.3441985,95,12,65
51672,6484120,47.60289375,-122.2853244,95,15,8
51704,6497754,47.56242649,-122.3847063,17,66,10
51726,6465110,47.6915545,-122.3619342,22,25,13
51744,6482014,47.54630786,-122.3215995,82,60,44
51748,6574140,47.68229375,-122.2734202,39,89,78
51749,6406631,47.57903797,-122.3040968,31,98,51
51755,6419371,47.62353708,-122.2990694,50,77,13
51778,6223668,47.57493491,-122.4077216,46,7,0
51780,6483996,47.54963905,-122.3089303,20,65,60
51781,6350354,47.72641849,-122.3087033,86,49,83
51783,6543760,47.72442597,-122.3094197,29,46,88
51795,6586110,47.69847057,-122.3458801,52,73,5
51804,6328834,47.60237461,-122.3182867,98,28,46
51813,6392146,47.64680885,-122.3612054,54,80,62
51817,6405859,47.62099306,-122.3029746,26,3,74
51825,6340748,47.66885812,-122.3625094,16,60,53
51848,6493605,47.53613918,-122.3851531,81,78,90
51882,6325991,47.61251813,-122.3416764,70,43,69
51884,6409468,47.63233798,-122.2810354,45,85,95
51888,6548894,47.53634266,-122.3660407,47,49,0
51893,6504348,47.67519529,-122.3183973,61,57,20
51896,6420495,47.52512148,-122.2806994,84,75,76
51926,6401568,47.65128692,-122.3849656,99,95,74
51930,6432218,47.62872878,-122.350841,25,15,29
51937,6440370,47.6642102,-122.3177761,30,92,15
51957,6452898,47.57445961,-122.2926278,5,80,15
51967,6429323,47.55228113,-122.2611084,94,6,41
51970,6416740,47.64835614,-122.4086478,73,28,97
51982,6414472,47.61853026,-122.2951453,26,67,63
51987,6481245,47.61942434,-122.3044649,49,4,64
51999,6422520,47.55094866,-122.3752739,56,83,93
52000,6528468,47.67254909,-122.3801407,94,66,35
52008,6382835,47.64954018,-122.3335855,87,9,50
52029,6449848,47.55648351,-122.3610078,89,59,38
52048,6339323,47.61428571,-122.3505719,52,66,9
52063,6310214,47.62491053,-122.3170363,63,78,6
52096,6384608,47.61054586,-122.3143525,55,61,77
52106,6401357,47.61387582,-122.3252557,65,38,55
52107,6539140,47.56491127,-122.366141,94,14,72
52116,6358055,47.66419083,-122.3058052,24,11,48
52128,6362091,47.53396663,-122.3787794,15,14,53
52143,6458687,47.61894243,-122.3544838,71,98,42
52154,6364297,47.6699677,-122.317159,16,19,3
52173,6431255,47.54067691,-122.386797,58,83,2
52176,6503980,47.65691703,-122.2727457,45,90,95
52184,6423640,47.7120564,-122.35712,75,29,87
52205,6442612,47.5406734,-122.386752,91,16,62
52213,6523039,47.71317378,-122.3551207,38,23,86
52215,6591002,47.6677411,-122.3376607,24,7,47
52224,6360556,47.54957629,-122.3165954,25,34,28
52225,6500935,47.63784874,-122.3274372,19,68,92
52235,6397203,47.65298056,-122.3404509,70,32,6
52244,6404826,47.54557575,-122.3608872,84,65,49
52264,6539648,47.54726222,-122.3748236,65,92,4
52276,6359612,47.63938457,-122.2781833,90,70,37
52277,6306118,47.66341745,-122.3770695,35,91,75
52290,6553667,47.63893268,-122.3699531,5,17,58
52294,6553269,47.57178364,-122.374104,12,99,98
52295,6506268,47.56687629,-122.2957108,54,22,36
52298,6469622,47.59087795,-122.2910773,99,66,87
52304,6466223,47.55845272,-122.2821813,49,22,99
52307,6482557,47.66165022,-122.3483877,63,77,78
52308,6394215,47.72143157,-122.3186654,98,91,33
52321,6568506,47.62997833,-122.347202,62,86,61
52340,6429772,47.61577328,-122.3011585,68,61,81
52344,6598248,47.68482499,-122.3466846,25,73,91
52406,6393647,47.63853683,-122.3424569,49,9,42
52415,6559568,47.66825772,-122.2882409,66,62,52
52450,6356092,47.66431096,-122.3062387,4,27,17
52459,6452532,47.70599311,-122.3517339,54,93,56
52471,6561195,47.69522748,-122.3354143,72,95,75
52477,6483863,47.67411461,-122.3813231,46,67,64
52479,6614802,47.62123397,-122.3006597,88,39,34
52485,6634338,47.68570801,-122.3972518,76,77,18
52493,6467126,47.581759,-122.3150898,10,37,87
52497,6367183,47.67237367,-122.3998858,14,2,76
52506,6428903,47.5700353,-122.3862597,70,71,17
52519,6375195,47.55099373,-122.270722,31,17,77
52525,6463189,47.56203701,-122.2881641,79,83,36
52552,6300774,47.60246647,-122.3177232,59,52,74
52569,6464023,47.64307372,-122.3850734,74,79,2
52632,6406106,47.61782318,-122.3041611,98,59,85
52637,6517101,47.66254948,-122.2949949,81,42,33
52643,6561209,47.6952945,-122.3354619,23,55,15
52667,6380316,47.5417339,-122.3875681,97,73,39
52710,6385518,47.64080902,-122.3068919,97,83,23
52717,6584119,47.52120225,-122.3537444,93,95,94
52719,6392841,47.63002641,-122.3414234,91,57,10
52722,6402083,47.57081805,-122.2881238,10,69,64
52724,6610517,47.62997101,-122.3473372,53,35,49
52728,6525036,47.64399999,-122.3685943,1,28,26
52752,6601959,47.56005853,-122.2916873,58,53,9
52754,6437394,47.62422755,-122.3571004,5,51,80
52781,6384434,47.61715817,-122.2971804,81,9,68
52806,6443688,47.65277587,-122.3341895,36,59,77
52816,6336109,47.6944234,-122.3430894,1,68,29
52820,6376974,47.64814591,-122.4071614,35,20,25
52828,6403734,47.61543883,-122.2921614,14,35,3
52837,6365912,47.62055542,-122.2996519,73,49,55
52867,6392160,47.51530335,-122.3890021,3,14,12
52868,6426955,47.57717967,-122.3030733,11,61,87
52893,6352225,47.70196287,-122.3056407,87,86,86
52896,6470572,47.68258397,-122.325072,48,44,9
52903,6453091,47.5767653,-122.4130854,74,17,58
52916,6582536,47.62123502,-122.300751,87,1,41
52934,6413166,47.68965604,-122.3513252,83,44,80
52939,6385015,47.69109546,-122.2931485,88,93,75
52979,6363203,47.69592908,-122.3637263,88,14,13
52980,6505896,47.5394186,-122.2739787,89,19,65
53004,6341570,47.61101271,-122.3138215,84,27,92
53042,6452640,47.66405882,-122.3181806,89,19,10
53045,6360348,47.63560283,-122.3266618,32,33,4
53055,6376708,47.67630741,-122.3285125,30,4,21
53068,6358695,47.58190439,-122.4019713,50,59,44
53070,6471992,47.64801882,-122.3455786,90,8,65
53078,6467142,47.63659042,-122.2793709,21,14,58
53090,6388018,47.53502794,-122.278304,22,7,40
53091,6458129,47.672344,-122.279241,19,2,70
53109,6548314,47.68801913,-122.3318158,0,94,10
53130,6533202,47.56635345,-122.3991515,7,81,26
53171,6613665,47.67509047,-122.3710508,49,19,89
53185,6455554,47.6563082,-122.3528523,75,88,8
53192,6440247,47.61256623,-122.2964767,99,4,41
